Unnamed: 0,USD2NTD,RMB2NTD,EUR2USD
2017/12/29,29.848000000000003,4.575787999999999,1.1956
2017/12/28,29.84,4.569966,1.1945
2017/12/27,29.94,4.568036,1.18705
2017/12/26,29.945,4.575117,1.1873
2017/12/25,29.968000000000004,4.5797099999999995,1.1875
2017/12/22,29.968000000000004,4.56116,1.18525
2017/12/21,29.988000000000003,4.562224,1.18755
2017/12/20,29.99,4.557519999999999,1.1840000000000002
2017/12/19,29.99,4.539046,1.18085
2017/12/18,30.006,4.5370870000000005,1.1779
2017/12/15,29.991999999999997,4.538599,1.17865
2017/12/14,30.006,4.539458,1.18245
2017/12/13,30.026,4.532845,1.1740000000000002
2017/12/12,30.018,4.531427,1.17775
2017/12/11,30.018,4.533619,1.1779
2017/12/8,30.015,4.532775,1.17435
2017/12/7,30.025,4.536477,1.1802
2017/12/6,30.01,4.534631,1.18275
2017/12/5,29.993000000000002,4.533802,1.186
2017/12/4,30.035999999999998,4.537328,1.186
2017/12/1,30.028000000000002,4.544798,1.19275
2017/11/30,30.01,4.5369720000000004,1.1859
2017/11/29,29.99,4.544505,1.1868
2017/11/28,30.000999999999998,4.544851,1.1904
2017/11/27,30.006,4.548369,1.19385
2017/11/24,30.01,4.544654,1.18445
2017/11/23,30.006999999999998,4.556413,1.1835
2017/11/22,30.02,4.5389040000000005,1.1766
2017/11/21,30.06,4.52388,1.1746
2017/11/20,30.101999999999997,4.534084,1.1772
2017/11/17,30.101,4.533903,1.1792
2017/11/16,30.158,4.543122,1.1779
2017/11/15,30.15,4.543273,1.1826
2017/11/14,30.18,4.538589,1.1688
2017/11/13,30.19,4.535715,1.16405
2017/11/10,30.171999999999997,4.53805,1.16275
2017/11/9,30.18,4.542783999999999,1.1603
2017/11/8,30.186999999999998,4.547732,1.1605
2017/11/7,30.17,4.549395,1.15875
2017/11/6,30.204,4.550987999999999,1.161
2017/11/3,30.171999999999997,4.554192,1.1647
2017/11/2,30.186,4.5694360000000005,1.16385
2017/11/1,30.175,4.560046,1.16465
2017/10/31,30.17,4.551175,1.1644
2017/10/30,30.205,4.542892,1.1627
2017/10/27,30.276999999999997,4.550936,1.1631
2017/10/26,30.229,4.554422,1.18175
2017/10/25,30.266,4.557151999999999,1.1767
2017/10/24,30.27,4.560932,1.1761
2017/10/23,30.261999999999997,4.557487,1.17545
2017/10/20,30.241,4.5675099999999995,1.1806
2017/10/19,30.23,4.56074,1.1795
2017/10/18,30.2,4.565213,1.1763
2017/10/17,30.205,4.569563,1.17735
2017/10/16,30.158,4.581694000000001,1.17905
2017/10/13,30.185,4.58815,1.1828
2017/10/12,30.213,4.588598999999999,1.1862
2017/10/11,30.232,4.597773,1.1840000000000002
2017/10/6,30.375999999999998,4.56451,1.16925
2017/10/5,30.35,4.56807,1.1774
2017/10/3,30.45,4.566647,1.17455
2017/10/2,30.413,4.555381,1.17425
2017/9/30,30.305,4.558781,1.1815
2017/9/29,30.336,4.563353,1.18025
2017/9/28,30.405,4.560568,1.1769
2017/9/27,30.303,4.568329,1.1749
2017/9/26,30.215999999999998,4.562556,1.1813
2017/9/25,30.171999999999997,4.565325,1.1908
2017/9/22,30.191,4.58864,1.1993
2017/9/21,30.208000000000002,4.582886,1.1909999999999998
2017/9/20,30.131999999999998,4.585488,1.20075
2017/9/19,30.136999999999997,4.5778099999999995,1.1998
2017/9/18,30.108,4.590266000000001,1.1929
2017/9/15,30.075,4.592152,1.19195
2017/9/14,30.105999999999998,4.591616999999999,1.1897
2017/9/13,30.055999999999997,4.605090000000001,1.19925
2017/9/12,30.03,4.591137000000001,1.197
2017/9/11,30.026,4.601394,1.20165
2017/9/8,30.006,4.634097,1.2049
2017/9/7,30.061999999999998,4.619808,1.19485
2017/9/6,30.105,4.606336,1.1944
2017/9/5,30.07,4.586457,1.1881
2017/9/4,30.101,4.608885,1.1896
2017/9/1,30.156,4.584315,1.1892
2017/8/31,30.203000000000003,4.574667,1.189
2017/8/30,30.156,4.576505,1.1947
2017/8/29,30.2,4.57376,1.20615
2017/8/28,30.162,4.547404,1.193
2017/8/25,30.25,4.541191,1.17845
2017/8/24,30.265,4.5452580000000005,1.1798
2017/8/23,30.29,4.544378,1.1782
2017/8/22,30.3,4.54703,1.1777
2017/8/21,30.328000000000003,4.539313,1.1744
2017/8/18,30.331999999999997,4.536788,1.1731
2017/8/17,30.311999999999998,4.537615,1.1738
2017/8/16,30.365,4.528818,1.17095
2017/8/15,30.316999999999997,4.532088,1.17545
2017/8/14,30.302,4.531482,1.17965
2017/8/11,30.358,4.543712,1.17575
2017/8/10,30.309,4.537742,1.1727
2017/8/9,30.218000000000004,4.513814,1.1729
2017/8/8,30.201,4.501821,1.1811
2017/8/7,30.234,4.494496,1.18075
2017/8/4,30.22,4.494439,1.18845
2017/8/3,30.226999999999997,4.491128,1.1836
2017/8/2,30.252,4.494993,1.1834
2017/8/1,30.256,4.500701,1.1825
2017/7/31,30.226999999999997,4.490977,1.1727
2017/7/28,30.302,4.494484,1.17065
2017/7/27,30.252,4.493208999999999,1.17195
2017/7/26,30.401999999999997,4.50129,1.1626
2017/7/25,30.36,4.498806,1.1659
2017/7/24,30.359,4.498111,1.1646
2017/7/21,30.451,4.503551,1.1642
2017/7/20,30.456999999999997,4.500814,1.1502
2017/7/19,30.397,4.4992730000000005,1.1518
2017/7/18,30.37,4.496096,1.1525
2017/7/17,30.419,4.493647,1.1443
2017/7/14,30.416999999999998,4.483861,1.1419
2017/7/13,30.385,4.480511,1.1412
2017/7/12,30.49,4.4904150000000005,1.1451
2017/7/11,30.593000000000004,4.4961,1.1396
2017/7/10,30.585,4.495353,1.1408
2017/7/7,30.61,4.500282,1.1415
2017/7/6,30.601,4.497429,1.13505
2017/7/5,30.509,4.487355,1.1357
2017/7/4,30.528000000000002,4.489356,1.1355
2017/7/3,30.428,4.480645,1.1383
2017/6/30,30.436,4.489858,1.14095
2017/6/29,30.37,4.475354,1.1418
2017/6/28,30.438000000000002,4.4737160000000005,1.1376
2017/6/27,30.340999999999998,4.450205,1.1236
2017/6/26,30.335,4.4307,1.11995
2017/6/23,30.4,4.446699,1.11855
2017/6/22,30.441999999999997,4.456526,1.11665
2017/6/21,30.471,4.460833,1.1129
2017/6/20,30.401,4.447271,1.1158
2017/6/19,30.361,4.450589,1.11945
2017/6/16,30.381,4.455677,1.1173
2017/6/15,30.247,4.455171,1.11905
2017/6/14,30.23,4.45173,1.121
2017/6/13,30.226999999999997,4.450714,1.1219
2017/6/12,30.176,4.440761,1.1222
2017/6/9,30.108,4.4333730000000005,1.1182
2017/6/8,30.105,4.442294,1.12595
2017/6/7,30.095,4.443256,1.126
2017/6/6,30.093000000000004,4.444014,1.1251
2017/6/5,30.09,4.436229,1.1266
2017/6/3,30.127,4.44551,1.1281
2017/6/2,30.116999999999997,4.436114,1.1222
2017/6/1,30.116999999999997,4.454244,1.12355
2017/5/31,30.101999999999997,4.438961,1.1179999999999999
2017/5/26,30.122,4.405132,1.1227
2017/5/25,30.084,4.384713,1.1241
2017/5/24,30.183000000000003,4.38719,1.1186
2017/5/23,30.166,4.384357,1.12495
2017/5/22,30.052,4.367577,1.1172
2017/5/19,30.21,4.386583,1.1138
2017/5/18,30.225,4.391118,1.1134
2017/5/17,30.14,4.380276,1.10945
2017/5/16,30.115,4.373421,1.1033
2017/5/15,30.158,4.372699,1.09395
2017/5/12,30.201,4.374645,1.08615
2017/5/11,30.215,4.374528,1.08865
2017/5/10,30.266,4.381064,1.08935
2017/5/9,30.258000000000003,4.378212,1.09215
2017/5/8,30.166,4.3687309999999995,1.0961
2017/5/5,30.182,4.372376,1.0976
2017/5/4,30.14,4.371506,1.0913
2017/5/3,30.072,4.364319,1.092
2017/5/2,30.061999999999998,4.360704,1.0908
2017/4/28,30.218000000000004,4.380311,1.0893
2017/4/27,30.156,4.3704790000000004,1.0914
2017/4/26,30.151,4.373101,1.0912
2017/4/25,30.151999999999997,4.3788540000000005,1.0889
2017/4/24,30.272,4.39616,1.0866
2017/4/21,30.363000000000003,4.411683,1.0722
2017/4/20,30.408,4.41962,1.07565
2017/4/19,30.418000000000003,4.419127,1.0724
2017/4/18,30.406,4.415742,1.0649
2017/4/17,30.35,4.41031,1.064
2017/4/14,30.4,4.415904,1.06235
2017/4/13,30.325,4.4078599999999994,1.06485
2017/4/12,30.555999999999997,4.4302529999999996,1.0618
2017/4/11,30.65,4.436833,1.0593
2017/4/10,30.651999999999997,4.4373059999999995,1.0585
2017/4/7,30.601,4.4400830000000004,1.06385
2017/4/6,30.56,4.435601,1.06445
2017/4/5,30.381,4.413964,1.0671
2017/3/31,30.336,4.408367,1.0693
2017/3/30,30.315,4.405255,1.0735
2017/3/29,30.285,4.406528,1.0786
2017/3/28,30.17,4.392752,1.08505
2017/3/27,30.25,4.414231,1.08705
2017/3/24,30.488000000000003,4.432041000000001,1.07845
2017/3/23,30.488000000000003,4.435059,1.0787
2017/3/22,30.503,4.442365000000001,1.0805
2017/3/21,30.458000000000002,4.421618,1.0794
2017/3/20,30.526999999999997,4.428491,1.0767
2017/3/17,30.566,4.4431959999999995,1.07795
2017/3/16,30.656999999999996,4.461728,1.07225
2017/3/15,30.84,4.473774,1.0633
2017/3/14,30.965999999999998,4.48301,1.06395
2017/3/13,30.916,4.483902,1.06865
2017/3/10,31.035999999999998,4.493361,1.06005
2017/3/9,31.02,4.493123000000001,1.05465
2017/3/8,30.865,4.46561,1.0558
2017/3/7,30.85,4.4757489999999995,1.0595
2017/3/6,30.982,4.495612,1.0611
2017/3/3,31.02,4.492813,1.05155
2017/3/2,30.795,4.478578,1.05375
2017/3/1,30.76,4.477518,1.0539
2017/2/24,30.65,4.4723559999999996,1.0597
2017/2/23,30.745,4.4798849999999995,1.0564
2017/2/22,30.779,4.4831769999999995,1.05095
2017/2/21,30.793000000000003,4.484385,1.0573
2017/2/20,30.804000000000002,4.493195,1.0618
2017/2/18,30.796,4.494707,1.06165
2017/2/17,30.776,4.489911,1.0649
2017/2/16,30.791999999999998,4.498588,1.06335
2017/2/15,30.765,4.486398,1.05665
2017/2/14,30.868000000000002,4.498394,1.06175
2017/2/13,31.03,4.513965,1.06545
2017/2/10,31.051,4.522889,1.0643
2017/2/9,31.046,4.530946,1.06895
2017/2/8,31.128,4.542789,1.06475
2017/2/7,31.048000000000002,4.544123,1.0667
2017/2/6,30.943,4.543825,1.07565
2017/2/3,31.05,4.552054,1.07585
2017/2/2,31.101,4.561148,1.0794
2017/1/24,31.381999999999998,4.604712,1.0749
2017/1/23,31.430999999999997,4.605742,1.0742
2017/1/20,31.533,4.608201,1.06745
2017/1/19,31.623,4.62148,1.06495
2017/1/18,31.586,4.6371720000000005,1.0696
2017/1/17,31.603,4.632589,1.06635
2017/1/16,31.701999999999998,4.620757,1.05915
2017/1/13,31.601999999999997,4.616073,1.0636
2017/1/12,31.78,4.629615,1.06475
2017/1/11,31.935,4.627605,1.0554
2017/1/10,31.948,4.638211,1.0601
2017/1/9,32.106,4.668245,1.05405
2017/1/6,31.993000000000002,4.67133,1.05915
2017/1/5,31.962,4.690424,1.05575
2017/1/4,32.26,4.659699,1.04365
2017/1/3,32.245,4.627222,1.0459
2016/12/30,32.279,4.626678,1.0516
2016/12/29,32.312,4.632701,1.0452
2016/12/28,32.309,4.641963,1.0455
2016/12/27,32.281,4.640232,1.04475
2016/12/26,32.25,4.638614,1.04625
2016/12/23,32.17,4.628426999999999,1.0441
2016/12/22,32.03,4.613601,1.0442
2016/12/21,32.02,4.613346,1.0401
2016/12/20,32.005,4.605648,1.03885
2016/12/19,31.97,4.602082,1.04595
2016/12/16,31.967,4.606923999999999,1.04355
2016/12/15,31.923000000000002,4.604382,1.0485
2016/12/14,31.803,4.597982,1.06375
2016/12/13,31.822,4.5930279999999994,1.0635
2016/12/12,31.864,4.592813,1.0572
2016/12/9,31.86,4.601604,1.06145
2016/12/8,31.752,4.605976999999999,1.0768
2016/12/7,31.901999999999997,4.620718,1.07215
2016/12/6,31.951999999999998,4.647291,1.0777
2016/12/5,31.995,4.653353,1.0635
2016/12/2,31.923000000000002,4.642211,1.0668
2016/12/1,31.892,4.619587999999999,1.0617
2016/11/30,31.89,4.621881,1.0635
2016/11/29,31.818,4.601965,1.06065
2016/11/28,31.802,4.5923680000000004,1.0659999999999998
2016/11/25,31.941999999999997,4.602395,1.0588
2016/11/24,31.927,4.595062,1.053
2016/11/23,31.88,4.6064050000000005,1.0624
2016/11/22,31.945,4.622889,1.06205
2016/11/21,32.0,4.629919999999999,1.06315
2016/11/18,32.01,4.6318150000000005,1.0597
2016/11/17,31.868000000000002,4.6315040000000005,1.07215
2016/11/16,31.848000000000003,4.6297440000000005,1.0713
2016/11/15,31.87,4.643427,1.07825
2016/11/14,31.949,4.665129,1.07735
2016/11/11,31.801,4.655762,1.09035
2016/11/10,31.589000000000002,4.637107,1.09255
2016/11/9,31.459,4.630073,1.10875
2016/11/8,31.506999999999998,4.640792,1.10625
2016/11/7,31.519000000000002,4.645144,1.1059
2016/11/4,31.473000000000003,4.649852,1.11005
2016/11/3,31.468000000000004,4.6467849999999995,1.11025
2016/11/2,31.564,4.661908,1.1094
2016/11/1,31.568,4.653944,1.0987
2016/10/31,31.58,4.657355,1.09585
2016/10/28,31.639,4.659381,1.09135
2016/10/27,31.636999999999997,4.663231,1.09105
2016/10/26,31.558000000000003,4.655626,1.09185
2016/10/25,31.616,4.660483,1.08805
2016/10/24,31.683000000000003,4.676031,1.0888
2016/10/21,31.63,4.673617,1.0887
2016/10/20,31.53,4.672587999999999,1.0972
2016/10/19,31.518,4.673394,1.09965
2016/10/18,31.669,4.696133000000001,1.1015
2016/10/17,31.77,4.7070110000000005,1.09785
2016/10/14,31.671999999999997,4.701962,1.1014
2016/10/13,31.76,4.713978,1.1004
2016/10/12,31.629,4.706237000000001,1.1043
2016/10/11,31.613000000000003,4.70452,1.1114
2016/10/7,31.48,4.690866000000001,1.11175
2016/10/6,31.403000000000002,4.689347,1.1209
2016/10/5,31.371,4.687831,1.1223
2016/10/4,31.346999999999998,4.689668,1.11745
2016/10/3,31.33,4.692325,1.12375
2016/9/30,31.366,4.696808,1.1182
2016/9/29,31.355999999999998,4.69346,1.12225
2016/9/26,31.432,4.7053080000000005,1.1237
2016/9/23,31.33,4.691605,1.12065
2016/9/22,31.4,4.702056,1.1243
2016/9/21,31.43,4.70394,1.1157
2016/9/20,31.366999999999997,4.698557,1.12005
2016/9/19,31.45,4.715928,1.11555
2016/9/14,31.689,4.74679,1.123
2016/9/13,31.706,4.740142,1.12325
2016/9/12,31.715999999999998,4.740781,1.1258
2016/9/10,31.552,4.714942,1.12325
2016/9/9,31.51,4.7098629999999995,1.12745
2016/9/8,31.285999999999998,4.690647,1.12735
2016/9/7,31.24,4.682782,1.12445
2016/9/6,31.412,4.695151999999999,1.1167
2016/9/5,31.506,4.710935,1.11785
2016/9/2,31.703000000000003,4.738394,1.1187
2016/9/1,31.736,4.743358,1.1133
2016/8/31,31.726,4.742783,1.1146
2016/8/30,31.72,4.740776,1.11735
2016/8/29,31.801,4.753295,1.11795
2016/8/26,31.671999999999997,4.741647,1.1291
2016/8/25,31.67,4.749423,1.12775
2016/8/24,31.772,4.767039,1.1296
2016/8/23,31.706,4.764048000000001,1.13415
2016/8/22,31.82,4.77405,1.1291
2016/8/19,31.618000000000002,4.751964,1.13215
2016/8/18,31.41,4.732639,1.13185
2016/8/17,31.451999999999998,4.738683999999999,1.1272
2016/8/16,31.28,4.715178,1.12705
2016/8/15,31.37,4.717797,1.11685
2016/8/12,31.403000000000002,4.7209389999999996,1.11505
2016/8/11,31.326,4.713185,1.114
2016/8/10,31.225,4.695022,1.1144
2016/8/9,31.455,4.715922,1.1078
2016/8/8,31.511999999999997,4.724689,1.1086
2016/8/5,31.57,4.745255,1.1142
2016/8/4,31.71,4.772894,1.11395
2016/8/3,31.75,4.783741,1.1207
2016/8/2,31.68,4.766224,1.1195
2016/8/1,31.64,4.764730999999999,1.11695
2016/7/29,31.926,4.793305999999999,1.109
2016/7/28,31.955,4.795199,1.111
2016/7/27,32.068000000000005,4.803947,1.09975
2016/7/26,32.106,4.805883000000001,1.10065
2016/7/25,32.14,4.805733999999999,1.0974
2016/7/22,32.07,4.804888,1.103
2016/7/21,32.06,4.802107,1.1034
2016/7/20,32.051,4.7943169999999995,1.09895
2016/7/19,31.991,4.771746,1.10625
2016/7/18,32.024,4.773048999999999,1.1058
2016/7/15,31.99,4.782665,1.11455
2016/7/14,32.073,4.789686,1.11
2016/7/13,32.183,4.805758999999999,1.1045
2016/7/12,32.22,4.810059,1.111
2016/7/11,32.215,4.808314,1.1037
2016/7/7,32.306,4.825709,1.10665
2016/7/6,32.407,4.836972,1.1069
2016/7/5,32.282,4.8301300000000005,1.11495
2016/7/4,32.208,4.823728,1.11175
2016/7/1,32.218,4.830445,1.1106
2016/6/30,32.286,4.848615000000001,1.11295
2016/6/29,32.343,4.850286,1.10755
2016/6/28,32.435,4.855325,1.10755
2016/6/27,32.533,4.881837,1.10705
2016/6/24,32.501999999999995,4.896491,1.11365
2016/6/23,32.19,4.883094,1.13205
2016/6/22,32.221,4.8880870000000005,1.12755
2016/6/21,32.258,4.8964419999999995,1.13365
2016/6/20,32.256,4.8948160000000005,1.1337
2016/6/17,32.385,4.9071370000000005,1.1246
2016/6/16,32.391,4.91067,1.12685
2016/6/15,32.441,4.910951,1.12165
2016/6/14,32.423,4.913868,1.12535
2016/6/13,32.435,4.918151,1.127
2016/6/8,32.225,4.9011,1.13705
2016/6/7,32.339,4.918439,1.1363
2016/6/6,32.402,4.933658,1.1356
2016/6/4,32.506,4.929892,1.13655
2016/6/3,32.605,4.947678,1.1153
2016/6/2,32.611999999999995,4.952719,1.1208
2016/6/1,32.622,4.946572,1.1149
2016/5/31,32.63,4.951244,1.11305
2016/5/30,32.68,4.960268,1.11275
2016/5/27,32.528,4.953071,1.11805
2016/5/26,32.576,4.962628,1.11705
2016/5/25,32.652,4.973226,1.1149
2016/5/24,32.72,4.984565,1.11795
2016/5/23,32.656,4.977885,1.12145
2016/5/20,32.751999999999995,4.993403,1.12215
2016/5/19,32.802,5.000566,1.12215
2016/5/18,32.705,4.990718,1.12615
2016/5/17,32.63,4.988964,1.13385
2016/5/16,32.705,4.996147000000001,1.13225
2016/5/13,32.626,4.986166000000001,1.13435
2016/5/12,32.542,4.976030000000001,1.1407
2016/5/11,32.528,4.97558,1.13925
2016/5/10,32.533,4.972116000000001,1.1386
2016/5/9,32.417,4.972282,1.1395
2016/5/6,32.412,4.9738809999999996,1.1425
2016/5/5,32.376999999999995,4.9703230000000005,1.1456
2016/5/4,32.356,4.969687,1.1472
2016/5/3,32.205,4.96965,1.1603
2016/4/29,32.281,4.97405,1.13875
2016/4/28,32.279,4.973968,1.13495
2016/4/27,32.345,4.9719120000000006,1.13295
2016/4/26,32.363,4.973513,1.1279
2016/4/25,32.361,4.971847,1.1255
2016/4/22,32.33,4.979014,1.129
2016/4/21,32.296,4.982175,1.1289
2016/4/20,32.248000000000005,4.980123000000001,1.13585
2016/4/19,32.265,4.9796510000000005,1.13205
2016/4/18,32.402,4.992533,1.12925
2016/4/15,32.348,4.984891,1.12615
2016/4/14,32.436,4.992192,1.12535
2016/4/13,32.35,4.994322,1.1352
2016/4/12,32.382,5.003667,1.14445
2016/4/11,32.45,5.007846,1.1402
2016/4/8,32.45,5.0019730000000004,1.1377
2016/4/7,32.402,4.998268,1.13895
2016/4/6,32.442,5.000026,1.13565
2016/4/1,32.378,5.002887,1.13885
2016/3/31,32.282,4.987149,1.1341
2016/3/30,32.425,5.003372,1.13275
2016/3/29,32.695,5.017146,1.11735
2016/3/28,32.72,5.01807,1.11715
2016/3/25,32.766,5.02139,1.11655
2016/3/24,32.726,5.018859,1.11555
2016/3/23,32.625,5.017725,1.11915
2016/3/22,32.525,5.010021,1.1226
2016/3/21,32.545,5.020392,1.12545
2016/3/18,32.52,5.026616000000001,1.12965
2016/3/17,32.705999999999996,5.038948,1.12725
2016/3/16,32.95,5.052684999999999,1.10805
2016/3/15,32.918,5.061472,1.11175
2016/3/14,32.87,5.062867,1.11285
2016/3/11,32.95,5.072587,1.11295
2016/3/10,33.08,5.074704,1.09735
2016/3/9,33.225,5.097047,1.09645
2016/3/8,33.062,5.080042,1.10285
2016/3/7,33.01,5.06621,1.09545
2016/3/4,33.101,5.079713,1.09425
2016/3/3,33.179,5.069054,1.08655
2016/3/2,33.37,5.091794999999999,1.08735
2016/3/1,33.436,5.108018,1.08645
2016/2/26,33.492,5.122501000000001,1.10395
2016/2/25,33.496,5.122275,1.10275
2016/2/24,33.49,5.1236690000000005,1.10035
2016/2/23,33.485,5.124444,1.10515
2016/2/22,33.567,5.143606,1.10885
2016/2/19,33.561,5.143693,1.11225
2016/2/18,33.525,5.1402209999999995,1.11345
2016/2/17,33.505,5.132128,1.11745
2016/2/16,33.453,5.1345339999999995,1.11665
2016/2/15,33.421,5.144394,1.12045
2016/2/3,33.808,5.089423,1.09185
2016/2/2,33.68,5.088307,1.08995
2016/2/1,33.67,5.096662,1.08465
2016/1/30,33.65,5.103864,1.08325
2016/1/29,33.6,5.075515,1.08935
2016/1/28,33.743,5.103528,1.08785
2016/1/27,33.71,5.0992440000000006,1.08625
2016/1/26,33.725,5.101412,1.08615
2016/1/25,33.622,5.086067,1.08245
2016/1/22,33.705,5.101926000000001,1.08315
2016/1/21,33.838,5.117591,1.08935
2016/1/20,33.826,5.124064,1.09505
2016/1/19,33.82,5.1243050000000006,1.08755
2016/1/18,33.818000000000005,5.127756,1.08835
2016/1/15,33.802,5.10657,1.08835
2016/1/14,33.742,5.108876,1.08675
2016/1/13,33.625,5.114228,1.0811
2016/1/12,33.667,5.1133440000000006,1.0892
2016/1/11,33.650999999999996,5.066696,1.0887
2016/1/8,33.501,5.011080000000001,1.0893
2016/1/7,33.53,5.012467,1.07785
2016/1/6,33.453,4.990585,1.07355
2016/1/5,33.27,5.0096300000000005,1.0815
2016/1/4,33.236,5.023356,1.09265
